order_id,created_at,client_id,manager,status_group,revenue,cost,source,city
ORD-00468,2026-04-13 04:07:31,CLIENT-0238,Иван Петров,complete,27969,22575.53,Referral,Новосибирск
ORD-00469,2026-04-01 16:49:41,CLIENT-0321,Алексей Кузнецов,in_progress,79603,47158.61,Google,Новосибирск
ORD-00470,2026-04-16 10:52:33,CLIENT-0171,Иван Петров,in_progress,31737,23731.19,Google,Москва
ORD-00471,2026-06-29 10:33:38,CLIENT-0019,Елена Волкова,complete,45502,38055.54,Telegram,Екатеринбург
ORD-00472,2026-04-25 14:47:20,CLIENT-0007,Алексей Кузнецов,complete,35755,28704.78,Google,Казань
ORD-00473,2026-04-24 23:02:12,CLIENT-0215,Анна Смирнова,new,17525,10026.04,Website,Екатеринбург
ORD-00474,2026-02-04 01:18:42,CLIENT-0078,Алексей Кузнецов,complete,4362,1973.07,,Санкт-Петербург
ORD-00475,2026-04-05 14:21:38,CLIENT-0282,Анна Смирнова,cancel,35438,23841.52,Google,Новосибирск
ORD-00476,2026-05-28 18:55:56,CLIENT-0071,Дмитрий Соколов,complete,46277,24421.57,Website,Москва
ORD-00477,2026-06-01 15:58:05,CLIENT-0075,Иван Петров,complete,38784,22920.52,Website,Москва
ORD-00478,2026-03-09 01:25:36,CLIENT-0201,Мария Орлова,complete,43555,31527.12,Telegram,Новосибирск
ORD-00479,2026-04-05 06:32:24,CLIENT-0005,Дмитрий Соколов,complete,27332,22952.11,Telegram,Москва
ORD-00480,2026-02-26 15:00:43,CLIENT-0238,Дмитрий Соколов,complete,13374,9195.38,Google,Санкт-Петербург
ORD-00481,2026-05-31 02:54:39,CLIENT-0317,Дмитрий Соколов,complete,53912,29058.33,Telegram,Санкт-Петербург
ORD-00482,2026-05-23 13:53:14,CLIENT-0045,Елена Волкова,complete,46303,39175.19,Google,Санкт-Петербург
ORD-00483,2026-05-12 05:13:22,CLIENT-0398,Алексей Кузнецов,complete,73307,46124.06,Website,Екатеринбург
ORD-00484,2026-04-03 11:10:32,CLIENT-0095,Алексей Кузнецов,in_progress,16320,9656.65,Website,Екатеринбург
ORD-00485,2026-06-13 00:34:47,CLIENT-0325,Алексей Кузнецов,complete,11311,5396.21,Telegram,Казань
ORD-00486,2026-02-05 05:18:09,CLIENT-0211,Дмитрий Соколов,complete,12266,6452.94,Telegram,Новосибирск
ORD-00487,2026-04-06 12:50:20,CLIENT-0156,Дмитрий Соколов,complete,4139,2235.51,Telegram,Санкт-Петербург
ORD-00488,2026-05-15 07:03:32,CLIENT-0297,Дмитрий Соколов,complete,9063,4666.74,Telegram,Москва
ORD-00489,2026-04-25 17:57:13,CLIENT-0286,Анна Смирнова,complete,26553,19450.95,Instagram,Новосибирск
ORD-00490,2026-03-15 15:11:53,CLIENT-0382,Иван Петров,new,50167,32669.75,Telegram,Екатеринбург
ORD-00491,2026-03-14 12:27:28,CLIENT-0250,Дмитрий Соколов,complete,69702,37866.69,Google,Казань
ORD-00492,2026-02-16 22:13:41,CLIENT-0178,Дмитрий Соколов,in_progress,29741,15638.22,Google,Екатеринбург
ORD-00493,2026-02-18 17:31:54,CLIENT-0121,Елена Волкова,complete,57392,29619.17,Google,Екатеринбург
ORD-00494,2026-06-18 17:18:51,CLIENT-0013,Мария Орлова,in_progress,74923,36420.15,Google,Санкт-Петербург
ORD-00495,2026-04-02 05:04:35,CLIENT-0212,Иван Петров,cancel,21060,10266.91,Telegram,Екатеринбург
ORD-00496,2026-06-18 00:29:59,CLIENT-0154,Дмитрий Соколов,new,44217,25405.13,Website,Новосибирск
ORD-00497,2026-04-16 03:10:11,CLIENT-0352,Дмитрий Соколов,complete,18715,12801.38,Website,Москва
ORD-00498,2026-03-17 14:30:19,CLIENT-0037,Мария Орлова,in_progress,4234,2321.3,Referral,Санкт-Петербург
ORD-00499,2026-04-19 06:46:57,CLIENT-0294,Анна Смирнова,complete,63960,46598.86,Website,Новосибирск
ORD-00500,2026-03-29 14:08:39,CLIENT-0370,Алексей Кузнецов,complete,12671,10610.02,,Санкт-Петербург
ORD-00501,2026-04-19 02:05:57,CLIENT-0373,Анна Смирнова,cancel,54735,32841.23,Instagram,Новосибирск
ORD-00502,2026-06-30 06:31:53,CLIENT-0181,Елена Волкова,in_progress,67682,54690.99,Website,Москва
ORD-00503,2026-05-10 00:55:42,CLIENT-0374,Дмитрий Соколов,complete,58194,27623.26,Referral,Новосибирск
ORD-00504,2026-03-17 03:35:04,CLIENT-0365,Елена Волкова,complete,11909,9623.28,Google,Санкт-Петербург
ORD-00505,2026-02-24 21:23:43,CLIENT-0159,Анна Смирнова,complete,63991,45562.77,Telegram,Москва
ORD-00506,2026-03-10 01:23:40,CLIENT-0365,Анна Смирнова,cancel,78852,46366.75,Telegram,Казань
ORD-00507,2026-05-12 00:23:45,CLIENT-0352,Мария Орлова,complete,65103,50553.63,Website,Казань
ORD-00508,2026-03-12 14:47:19,CLIENT-0350,Мария Орлова,new,45629,28704.78,Website,Екатеринбург
ORD-00509,2026-05-05 22:39:06,CLIENT-0081,Анна Смирнова,cancel,44971,24702.66,Telegram,Новосибирск
ORD-00510,2026-06-26 01:33:18,CLIENT-0085,Дмитрий Соколов,complete,20825,9970.26,Instagram,Новосибирск
ORD-00511,2026-05-08 06:32:56,CLIENT-0077,Алексей Кузнецов,complete,38172,17298.42,Google,Казань
ORD-00512,2026-01-13 06:13:46,CLIENT-0382,Иван Петров,complete,75635,35886.79,Website,Санкт-Петербург
ORD-00513,2026-02-20 23:26:16,CLIENT-0184,Мария Орлова,complete,17538,14387.36,Website,Москва
ORD-00514,2026-04-16 00:45:30,CLIENT-0109,Дмитрий Соколов,new,40280,27129.98,Telegram,Казань
ORD-00515,2026-05-21 06:44:18,CLIENT-0046,Иван Петров,cancel,47331,31813.64,Referral,Санкт-Петербург
ORD-00516,2026-05-31 03:12:54,CLIENT-0014,Мария Орлова,in_progress,64738,33467.55,Website,Москва
ORD-00517,2026-02-13 17:57:40,CLIENT-0238,Иван Петров,complete,6029,3726.78,Referral,Екатеринбург
ORD-00518,2026-02-23 03:01:05,CLIENT-0197,Анна Смирнова,new,78264,53047.36,Google,Казань
ORD-00519,2026-02-04 16:00:07,CLIENT-0164,Иван Петров,complete,64872,51719.32,Google,Санкт-Петербург
ORD-00520,2026-03-05 00:02:37,CLIENT-0232,Мария Орлова,in_progress,70508,34565.57,Instagram,Москва
ORD-00521,2026-06-20 01:45:29,CLIENT-0102,Мария Орлова,in_progress,48997,37958.75,Google,Москва
ORD-00522,2026-02-01 19:07:20,CLIENT-0105,Анна Смирнова,in_progress,16215,12941.56,Website,Санкт-Петербург
ORD-00523,2026-04-10 14:12:51,CLIENT-0034,Алексей Кузнецов,in_progress,41433,27875.95,Instagram,Екатеринбург
ORD-00524,2026-03-12 03:07:35,CLIENT-0090,Анна Смирнова,complete,71829,61015.08,Referral,Москва
ORD-00525,2026-05-20 05:57:13,CLIENT-0397,Анна Смирнова,in_progress,22662,12078.18,Google,Новосибирск
ORD-00526,2026-05-29 14:05:53,CLIENT-0202,Дмитрий Соколов,cancel,69381,46431.47,Website,Новосибирск
ORD-00527,2026-02-13 17:39:16,CLIENT-0245,Дмитрий Соколов,complete,60167,38400.76,Google,Санкт-Петербург
ORD-00528,2026-03-29 15:54:18,CLIENT-0072,Анна Смирнова,cancel,38959,27037.48,Telegram,Новосибирск
ORD-00529,2026-03-11 18:19:57,CLIENT-0116,Мария Орлова,cancel,11101,6538.55,Website,Екатеринбург
ORD-00530,2026-01-09 20:28:25,CLIENT-0079,Дмитрий Соколов,cancel,67189,55399.24,Website,Москва
ORD-00531,2026-01-14 18:41:17,CLIENT-0016,Иван Петров,complete,12584,6036.15,Website,Санкт-Петербург
ORD-00532,2026-02-13 08:01:38,CLIENT-0143,Мария Орлова,new,59457,34787.52,Website,Санкт-Петербург
ORD-00533,2026-01-09 11:24:53,CLIENT-0231,Елена Волкова,complete,49443,24529.3,Referral,Москва
ORD-00534,2026-07-01 15:08:52,CLIENT-0343,Алексей Кузнецов,new,30669,16276.64,Referral,Екатеринбург
ORD-00535,2026-06-27 05:16:38,CLIENT-0079,Иван Петров,complete,41601,29680.68,Instagram,Казань
ORD-00536,2026-05-24 16:17:48,CLIENT-0130,Мария Орлова,complete,6120,4821.59,Google,Екатеринбург
ORD-00537,2026-02-26 23:00:53,CLIENT-0016,Анна Смирнова,in_progress,13143,6602.56,Website,Санкт-Петербург
ORD-00538,2026-01-11 10:49:00,CLIENT-0002,Анна Смирнова,in_progress,63308,51856.12,Referral,Екатеринбург
ORD-00539,2026-03-31 17:27:28,CLIENT-0042,Алексей Кузнецов,complete,38404,29814.12,Telegram,Казань
ORD-00540,2026-02-14 12:14:37,CLIENT-0274,Мария Орлова,cancel,21262,12099.9,,Екатеринбург
ORD-00541,2026-06-08 09:35:11,CLIENT-0203,Дмитрий Соколов,complete,15816,7309.21,Instagram,Москва
ORD-00542,2026-04-19 00:05:48,CLIENT-0281,Анна Смирнова,complete,26612,14203.57,Referral,Екатеринбург
ORD-00543,2026-02-16 17:48:59,CLIENT-0383,Мария Орлова,in_progress,59710,43546.83,Google,Новосибирск
ORD-00544,2026-05-06 15:24:51,CLIENT-0035,Анна Смирнова,in_progress,18067,15129.9,Website,Новосибирск
ORD-00545,2026-04-10 02:21:58,CLIENT-0305,Дмитрий Соколов,complete,63346,50807.31,Website,Новосибирск
ORD-00546,2026-03-30 15:45:25,CLIENT-0266,Иван Петров,in_progress,37018,18587.35,Website,Новосибирск
ORD-00547,2026-05-13 05:15:27,CLIENT-0329,Дмитрий Соколов,new,3685,2939.39,Google,Новосибирск
ORD-00548,2026-05-15 06:09:10,CLIENT-0192,Анна Смирнова,cancel,43498,31051.46,,Москва
ORD-00549,2026-01-11 08:05:41,CLIENT-0341,Иван Петров,complete,42970,22453.5,Website,Казань
ORD-00550,2026-05-24 20:35:05,CLIENT-0352,Анна Смирнова,complete,67373,42583.26,Referral,Екатеринбург
ORD-00551,2026-04-05 14:56:16,CLIENT-0072,Алексей Кузнецов,new,25509,13491.96,Website,Екатеринбург
ORD-00552,2026-04-04 14:11:23,CLIENT-0294,Дмитрий Соколов,new,74694,47218.8,Telegram,Казань
ORD-00553,2026-04-10 03:33:49,CLIENT-0059,Мария Орлова,complete,4441,3655.04,Telegram,Москва
ORD-00554,2026-01-12 22:33:30,CLIENT-0361,Алексей Кузнецов,complete,9844,6365.74,Telegram,Екатеринбург
ORD-00555,2026-02-09 22:31:09,CLIENT-0132,Анна Смирнова,in_progress,70042,32673.95,Google,Москва
ORD-00556,2026-01-28 11:05:45,CLIENT-0372,Мария Орлова,complete,77163,42529.4,Google,Санкт-Петербург
ORD-00557,2026-01-05 07:00:42,CLIENT-0218,Мария Орлова,complete,27105,17110.55,Google,Екатеринбург
ORD-00558,2026-05-29 12:00:50,CLIENT-0384,Елена Волкова,complete,64227,41938.24,Instagram,Москва
ORD-00559,2026-03-26 13:19:32,CLIENT-0056,Алексей Кузнецов,complete,41549,25567.55,Website,Новосибирск
ORD-00560,2026-06-27 07:37:41,CLIENT-0260,Елена Волкова,complete,41190,22808.9,Google,Москва
ORD-00561,2026-05-09 05:40:52,CLIENT-0212,Анна Смирнова,complete,24483,13973.5,Instagram,Москва
ORD-00562,2026-02-18 23:08:08,CLIENT-0188,Анна Смирнова,cancel,71284,33874.75,Referral,Новосибирск
ORD-00563,2026-03-21 18:55:08,CLIENT-0285,Анна Смирнова,in_progress,39962,25952.39,Google,Москва
ORD-00564,2026-01-23 13:58:59,CLIENT-0357,Елена Волкова,complete,29897,20734.53,Telegram,Санкт-Петербург
ORD-00565,2026-05-20 12:20:59,CLIENT-0327,Мария Орлова,complete,8959,4298.83,Website,Казань
ORD-00566,2026-04-02 03:42:49,CLIENT-0225,Елена Волкова,cancel,56311,34318.13,Telegram,Новосибирск
ORD-00567,2026-05-26 12:21:02,CLIENT-0356,Елена Волкова,complete,35821,25246.6,Telegram,Новосибирск
ORD-00568,2026-01-30 15:25:05,CLIENT-0068,Дмитрий Соколов,in_progress,67658,39773.57,Telegram,Новосибирск
ORD-00569,2026-05-26 08:42:47,CLIENT-0289,Мария Орлова,in_progress,12185,8810.4,Instagram,Санкт-Петербург
ORD-00570,2026-03-17 18:24:30,CLIENT-0006,Алексей Кузнецов,complete,38361,20650.07,Referral,Казань
ORD-00571,2026-06-13 07:37:14,CLIENT-0024,Алексей Кузнецов,complete,54495,34536.32,Telegram,Екатеринбург
ORD-00572,2026-05-26 05:27:40,CLIENT-0165,Дмитрий Соколов,new,52973,26417.02,Google,Екатеринбург
ORD-00573,2026-03-10 22:02:08,CLIENT-0032,Алексей Кузнецов,in_progress,67748,53305.73,Google,Казань
ORD-00574,2026-01-20 07:45:49,CLIENT-0110,Елена Волкова,complete,7842,4896.28,Google,Казань
ORD-00575,2026-03-22 06:34:00,CLIENT-0227,Дмитрий Соколов,in_progress,59602,35164.64,Referral,Казань
ORD-00576,2026-06-03 03:38:57,CLIENT-0372,Елена Волкова,new,40846,21701.48,Instagram,Казань
ORD-00577,2026-06-29 07:47:29,CLIENT-0236,Мария Орлова,cancel,46797,23125.35,Telegram,Казань
ORD-00578,2026-05-27 23:15:54,CLIENT-0161,Алексей Кузнецов,new,52656,42399.24,Referral,Санкт-Петербург
ORD-00579,2026-05-30 05:46:04,CLIENT-0145,Дмитрий Соколов,new,66597,53034.95,Telegram,Санкт-Петербург
ORD-00580,2026-01-27 14:57:22,CLIENT-0238,Мария Орлова,complete,39158,28133.52,Instagram,Новосибирск
ORD-00581,2026-03-17 14:42:00,CLIENT-0029,Дмитрий Соколов,cancel,32503,19105.41,Telegram,Новосибирск
ORD-00582,2026-02-13 22:59:07,CLIENT-0036,Алексей Кузнецов,cancel,21685,17617.48,Website,Новосибирск
ORD-00583,2026-03-06 05:35:06,CLIENT-0144,Дмитрий Соколов,complete,13499,8733.52,Website,Москва
ORD-00584,2026-02-07 12:23:19,CLIENT-0196,Дмитрий Соколов,complete,15211,11362.49,Google,Екатеринбург
ORD-00585,2026-05-09 11:50:49,CLIENT-0052,Мария Орлова,new,17743,14621.06,Google,Москва
ORD-00586,2026-01-10 19:57:31,CLIENT-0203,Дмитрий Соколов,complete,52068,32110.48,Google,Новосибирск
ORD-00587,2026-04-18 01:18:59,CLIENT-0312,Елена Волкова,cancel,55153,38553.25,Google,Новосибирск
ORD-00588,2026-03-26 13:19:31,CLIENT-0338,Анна Смирнова,in_progress,21496,11949.56,Google,Москва
ORD-00589,2026-07-02 05:16:57,CLIENT-0317,Алексей Кузнецов,in_progress,24210,14979.88,,Екатеринбург
ORD-00590,2026-02-09 02:33:30,CLIENT-0070,Елена Волкова,new,54799,25906.06,Google,Новосибирск
ORD-00591,2026-01-18 02:58:00,CLIENT-0072,Анна Смирнова,cancel,19818,11204.74,Instagram,Екатеринбург
ORD-00592,2026-05-28 11:52:40,CLIENT-0109,Алексей Кузнецов,complete,29001,23781.5,Instagram,Казань
ORD-00593,2026-03-04 18:06:44,CLIENT-0123,Мария Орлова,complete,3064,2576.73,Website,Екатеринбург
ORD-00594,2026-06-26 22:02:28,CLIENT-0398,Анна Смирнова,complete,17253,13330.81,Referral,Новосибирск
ORD-00595,2026-04-29 12:28:50,CLIENT-0391,Мария Орлова,complete,64313,43544.99,Instagram,Москва
ORD-00596,2026-06-10 04:26:50,CLIENT-0347,Алексей Кузнецов,complete,50806,31436.16,Instagram,Новосибирск
ORD-00597,2026-02-16 16:09:32,CLIENT-0391,Иван Петров,complete,66960,52884.72,Google,Казань
ORD-00598,2026-06-14 10:38:49,CLIENT-0236,Иван Петров,complete,19083,10351.41,Referral,Санкт-Петербург
ORD-00599,2026-01-24 07:01:22,CLIENT-0023,Алексей Кузнецов,complete,50836,26676.4,Telegram,Екатеринбург
ORD-00600,2026-02-12 00:41:06,CLIENT-0241,Анна Смирнова,complete,35207,15998.92,Google,Санкт-Петербург
ORD-00601,2026-04-16 14:33:40,CLIENT-0397,Мария Орлова,in_progress,25092,15221.94,Instagram,Санкт-Петербург
ORD-00602,2026-03-09 02:41:23,CLIENT-0119,Елена Волкова,complete,49841,34462.39,Google,Екатеринбург
ORD-00603,2026-05-22 00:37:59,CLIENT-0077,Мария Орлова,complete,39994,32805.74,Telegram,Москва
ORD-00604,2026-05-28 10:20:04,CLIENT-0332,Алексей Кузнецов,in_progress,3823,1808.93,Google,Казань
ORD-00605,2026-05-07 22:07:33,CLIENT-0310,Анна Смирнова,complete,17387,13032.67,Google,Санкт-Петербург
ORD-00606,2026-06-26 01:19:10,CLIENT-0027,Елена Волкова,in_progress,60669,50405.61,Telegram,Казань
ORD-00607,2026-04-20 20:07:04,CLIENT-0316,Анна Смирнова,new,74227,61454.08,Instagram,Москва
ORD-00608,2026-03-09 23:17:08,CLIENT-0344,Анна Смирнова,in_progress,44495,36747.3,Telegram,Казань
ORD-00609,2026-01-21 01:54:05,CLIENT-0190,Иван Петров,in_progress,5390,4486.32,Instagram,Казань
ORD-00610,2026-05-24 15:38:38,CLIENT-0372,Дмитрий Соколов,new,37264,20460.79,Telegram,Екатеринбург
ORD-00611,2026-01-18 23:00:19,CLIENT-0180,Иван Петров,in_progress,14719,7798.48,Website,Казань
ORD-00612,2026-05-28 04:04:38,CLIENT-0178,Иван Петров,in_progress,63515,38203.19,Website,Санкт-Петербург
ORD-00613,2026-05-05 13:43:21,CLIENT-0042,Елена Волкова,in_progress,43925,28949.19,Google,Казань
ORD-00614,2026-04-30 20:55:50,CLIENT-0064,Дмитрий Соколов,in_progress,43591,33729.18,Referral,Новосибирск
ORD-00615,2026-05-10 00:17:40,CLIENT-0223,Анна Смирнова,cancel,28812,22593.51,Google,Екатеринбург
ORD-00616,2026-05-02 06:12:34,CLIENT-0294,Алексей Кузнецов,in_progress,70050,59509.89,Referral,Москва
ORD-00617,2026-06-06 04:05:31,CLIENT-0301,Анна Смирнова,complete,54732,44046.69,Telegram,Казань
ORD-00618,2026-04-10 17:58:49,CLIENT-0207,Иван Петров,in_progress,8916,7314.1,Telegram,Санкт-Петербург
ORD-00619,2026-05-12 03:35:25,CLIENT-0029,Анна Смирнова,complete,45540,30770.4,Website,Новосибирск
ORD-00620,2026-02-25 22:38:22,CLIENT-0080,Мария Орлова,complete,39451,21815.57,Telegram,Санкт-Петербург
ORD-00621,2026-04-07 05:48:03,CLIENT-0109,Анна Смирнова,in_progress,18930,14983.26,Telegram,Екатеринбург
ORD-00622,2026-02-17 13:57:02,CLIENT-0202,Елена Волкова,complete,6830,4127.81,Telegram,Новосибирск
ORD-00623,2026-01-30 11:51:29,CLIENT-0352,Анна Смирнова,complete,15221,11504.19,Instagram,Новосибирск
ORD-00624,2026-03-04 03:23:52,CLIENT-0005,Елена Волкова,complete,44632,24593.64,Instagram,Казань
ORD-00625,2026-06-27 03:18:21,CLIENT-0313,Алексей Кузнецов,complete,54539,27698.44,Telegram,Москва
ORD-00626,2026-03-03 02:28:32,CLIENT-0289,Мария Орлова,cancel,66937,32307.12,Google,Новосибирск
ORD-00627,2026-01-28 04:40:43,CLIENT-0210,Анна Смирнова,complete,35876,19610.88,Google,Новосибирск
ORD-00628,2026-01-25 15:29:44,CLIENT-0174,Иван Петров,in_progress,77432,39415.81,Google,Санкт-Петербург
ORD-00629,2026-03-18 15:16:13,CLIENT-0388,Мария Орлова,cancel,46576,37038.03,Website,Новосибирск
ORD-00630,2026-05-06 04:25:31,CLIENT-0240,Дмитрий Соколов,cancel,52904,25315.88,Google,Казань
ORD-00631,2026-06-10 00:19:32,CLIENT-0135,Алексей Кузнецов,complete,57788,34729.42,Google,Санкт-Петербург
ORD-00632,2026-04-27 16:40:05,CLIENT-0122,Дмитрий Соколов,complete,72156,42927.49,Referral,Новосибирск
ORD-00633,2026-04-10 01:08:24,CLIENT-0368,Дмитрий Соколов,complete,4516,2293.71,Website,Москва
ORD-00634,2026-05-07 07:15:30,CLIENT-0228,Дмитрий Соколов,complete,77042,40352.47,Telegram,Москва
ORD-00635,2026-01-05 10:32:23,CLIENT-0283,Алексей Кузнецов,complete,49311,29046.67,Referral,Казань
ORD-00636,2026-02-23 07:42:33,CLIENT-0138,Анна Смирнова,complete,9982,4905.34,Website,Новосибирск
ORD-00637,2026-02-10 19:52:14,CLIENT-0048,Дмитрий Соколов,complete,29218,16020.79,Telegram,Екатеринбург
ORD-00638,2026-04-21 06:32:26,CLIENT-0048,Дмитрий Соколов,cancel,66662,55638.97,Telegram,Санкт-Петербург
ORD-00639,2026-03-02 12:46:01,CLIENT-0292,Елена Волкова,complete,50066,39481.26,Website,Москва
ORD-00640,2026-06-25 14:12:35,CLIENT-0017,Иван Петров,in_progress,61012,29670.12,Telegram,Новосибирск
ORD-00641,2026-06-17 15:21:57,CLIENT-0224,Иван Петров,new,19443,14111.46,Instagram,Екатеринбург
ORD-00642,2026-04-29 21:22:17,CLIENT-0274,Елена Волкова,complete,14966,11847.75,Instagram,Казань
ORD-00643,2026-06-25 08:41:32,CLIENT-0012,Алексей Кузнецов,cancel,76458,39039.68,,Москва
ORD-00644,2026-05-31 05:02:36,CLIENT-0038,Алексей Кузнецов,complete,75756,58448.14,Website,Казань
ORD-00645,2026-04-11 09:39:17,CLIENT-0390,Иван Петров,cancel,66435,31598.04,Referral,Москва
ORD-00646,2026-04-17 09:10:26,CLIENT-0201,Елена Волкова,complete,52540,23918.82,Google,Москва
ORD-00647,2026-05-02 14:54:24,CLIENT-0160,Иван Петров,complete,72062,45307.34,Instagram,Санкт-Петербург
ORD-00648,2026-02-26 23:31:11,CLIENT-0106,Иван Петров,complete,22658,15159.64,Telegram,Новосибирск
ORD-00649,2026-01-23 19:44:05,CLIENT-0227,Елена Волкова,complete,22340,12878.31,Telegram,Новосибирск
ORD-00650,2026-02-02 03:42:10,CLIENT-0346,Иван Петров,complete,55013,45588.61,Website,Москва
ORD-00651,2026-05-08 21:11:23,CLIENT-0286,Иван Петров,in_progress,48541,40646.09,Website,Москва
ORD-00652,2026-06-26 08:41:09,CLIENT-0103,Елена Волкова,complete,46452,25363.78,Instagram,Москва
ORD-00653,2026-02-23 11:18:27,CLIENT-0364,Мария Орлова,new,35842,24536.49,Website,Новосибирск
ORD-00654,2026-03-30 09:41:27,CLIENT-0068,Иван Петров,new,79181,51440.05,Google,Санкт-Петербург
ORD-00655,2026-06-29 07:32:26,CLIENT-0097,Анна Смирнова,complete,31619,19375.01,Referral,Новосибирск
ORD-00656,2026-01-14 19:49:28,CLIENT-0088,Иван Петров,in_progress,77772,46803.0,Instagram,Санкт-Петербург
ORD-00657,2026-06-08 15:05:43,CLIENT-0185,Елена Волкова,in_progress,74730,45377.23,Google,Санкт-Петербург
ORD-00658,2026-05-22 22:31:17,CLIENT-0331,Алексей Кузнецов,cancel,22284,14482.74,Google,Санкт-Петербург
ORD-00659,2026-04-21 07:27:38,CLIENT-0023,Анна Смирнова,in_progress,34765,23605.15,Website,Санкт-Петербург
ORD-00660,2026-04-26 08:28:04,CLIENT-0378,Дмитрий Соколов,complete,59393,46404.95,Website,Санкт-Петербург
ORD-00661,2026-04-01 23:20:22,CLIENT-0347,Мария Орлова,complete,29466,18664.02,Instagram,Москва
ORD-00662,2026-05-05 09:04:45,CLIENT-0038,Алексей Кузнецов,complete,58494,29206.15,Website,Екатеринбург
ORD-00663,2026-03-27 19:18:20,CLIENT-0107,Анна Смирнова,complete,29559,13998.0,Instagram,Новосибирск
ORD-00664,2026-02-18 22:36:17,CLIENT-0386,Иван Петров,complete,70121,48476.23,Telegram,Новосибирск
ORD-00665,2026-01-22 06:28:57,CLIENT-0091,Алексей Кузнецов,complete,51172,29429.99,Referral,Екатеринбург
ORD-00666,2026-05-01 10:15:21,CLIENT-0350,Анна Смирнова,new,32750,15857.11,Telegram,Новосибирск
ORD-00667,2026-01-20 07:51:58,CLIENT-0238,Иван Петров,complete,54636,32119.92,Telegram,Казань
ORD-00668,2026-05-05 11:41:15,CLIENT-0338,Елена Волкова,new,47139,33637.02,Referral,Казань
ORD-00669,2026-01-27 19:59:42,CLIENT-0192,Мария Орлова,cancel,58791,42302.47,Website,Санкт-Петербург
ORD-00670,2026-03-09 02:49:39,CLIENT-0399,Дмитрий Соколов,cancel,46210,21499.98,Google,Москва
ORD-00671,2026-01-15 18:24:03,CLIENT-0367,Алексей Кузнецов,new,49083,39379.64,Instagram,Новосибирск
ORD-00672,2026-04-30 16:43:37,CLIENT-0106,Анна Смирнова,complete,21752,12559.48,Referral,Новосибирск
ORD-00673,2026-01-26 22:36:25,CLIENT-0058,Алексей Кузнецов,complete,64370,53865.1,Google,Москва
ORD-00674,2026-03-26 22:20:27,CLIENT-0248,Анна Смирнова,cancel,35127,22366.08,Instagram,Москва
ORD-00675,2026-04-04 15:08:20,CLIENT-0256,Дмитрий Соколов,cancel,63234,31908.47,Telegram,Санкт-Петербург
ORD-00676,2026-01-30 14:57:08,CLIENT-0092,Елена Волкова,in_progress,65744,36956.79,Instagram,Екатеринбург
ORD-00677,2026-03-19 15:26:03,CLIENT-0215,Анна Смирнова,in_progress,4330,3400.18,Website,Москва
ORD-00678,2026-03-29 06:38:52,CLIENT-0088,Елена Волкова,complete,22454,12665.58,Referral,Санкт-Петербург
ORD-00679,2026-01-14 05:57:19,CLIENT-0261,Иван Петров,complete,61792,43197.35,Google,Санкт-Петербург
ORD-00680,2026-01-29 03:29:13,CLIENT-0394,Алексей Кузнецов,in_progress,49719,35485.42,Google,Москва
ORD-00681,2026-05-23 23:13:09,CLIENT-0355,Мария Орлова,in_progress,43512,22726.96,Instagram,Казань
ORD-00682,2026-04-05 18:37:31,CLIENT-0279,Алексей Кузнецов,complete,73753,39610.88,Google,Москва
ORD-00683,2026-05-03 07:49:23,CLIENT-0172,Алексей Кузнецов,cancel,73128,59246.33,Website,Москва
ORD-00684,2026-02-27 23:25:16,CLIENT-0096,Дмитрий Соколов,cancel,6486,4021.5,Telegram,Новосибирск
ORD-00685,2026-05-15 19:38:57,CLIENT-0248,Мария Орлова,complete,6370,3486.7,Referral,Новосибирск
ORD-00686,2026-04-15 14:19:06,CLIENT-0162,Иван Петров,cancel,10601,8866.57,Google,Казань
ORD-00687,2026-03-05 08:23:05,CLIENT-0008,Алексей Кузнецов,complete,8577,6692.35,Referral,Новосибирск
ORD-00688,2026-03-06 01:33:15,CLIENT-0146,Иван Петров,in_progress,26048,12802.46,Telegram,Москва
ORD-00689,2026-05-12 01:32:51,CLIENT-0387,Мария Орлова,cancel,40415,32834.37,Telegram,Москва
ORD-00690,2026-01-23 00:12:24,CLIENT-0301,Мария Орлова,new,44018,33670.44,Instagram,Москва
ORD-00691,2026-04-18 10:01:29,CLIENT-0272,Иван Петров,in_progress,68890,50938.49,Google,Казань
ORD-00692,2026-03-09 13:08:52,CLIENT-0072,Дмитрий Соколов,new,49301,27161.31,Website,Екатеринбург
ORD-00693,2026-04-16 03:32:38,CLIENT-0399,Мария Орлова,complete,55327,44958.12,Google,Санкт-Петербург
ORD-00694,2026-01-31 08:49:50,CLIENT-0280,Мария Орлова,complete,24358,17020.02,Telegram,Москва
ORD-00695,2026-01-28 00:28:15,CLIENT-0223,Анна Смирнова,cancel,24309,16668.05,Instagram,Москва
ORD-00696,2026-06-25 20:51:45,CLIENT-0276,Иван Петров,complete,65819,44652.56,Google,Екатеринбург
ORD-00697,2026-04-17 02:06:37,CLIENT-0238,Мария Орлова,complete,77986,62462.89,Telegram,Екатеринбург
ORD-00698,2026-04-08 22:23:27,CLIENT-0114,Дмитрий Соколов,complete,7444,3886.08,Instagram,Казань
ORD-00699,2026-01-16 07:58:15,CLIENT-0133,Елена Волкова,complete,34870,16613.0,Referral,Москва
